4450	Mm__1__138.wav	Hargeysa ma tagtay?	Hargeysá má tagtay?	
4451	Mm__1__139.wav	Ma tagtay Hargeysa?	Má tagtay Hargeysá?	
4452	Mm__1__140.wav	Waxaan tegay Hargeysa.	Wáxaan tegay Hargeysá.	
4453	Mm__1__141.wav	Hargeysa waa magaalo weyn.	Hargeýsa waa magaalá... waa magaaló weyn.	
4454	Mm__1__142.wav	Hargeysa waa magaalo weyn.	Hargeýsa waa magaalá weyn.	
4455	Mm__1__143.wav	Hargeysa ma tagtay?	Hargeysá má tagtay?	
4456	Mm__1__144.wav	Ma tagtay Hargeysa?	Má tagtay Hargeysa?	
4457	Mm__1__145.wav	Talaado	Talaadó	
4458	Mm__1__146.wav	Arbaco	Arbáco	
4459	Mm__1__147.wav	Talaadada	Talaadáda	
4460	Mm__1__148.wav	Arbacada	Arbacáda	
4461	Mm__1__149.wav	Arbacada	Arbacáda	
4462	Mm__1__150.wav	Arbacada	Arbacáda	
4463	Mm__1__151.wav	Talaadadii hore	Talaadádīī hore	
4464	Mm__1__152.wav	Talaadadii hore	Talaadádīī hore	
4465	Mm__1__153.wav	Talaadadii hore	Talaadádií horé	
4466	Mm__1__154.wav	Talaadadan	Talaadádaan	
4467	Mm__1__155.wav	Talaadadan	Talaadádaan	
4468	Mm__1__156.wav	Talaadadan	Talaadádan	
4469	Mm__1__157.wav	Talaadadan	Salaasádan	
4470	Mm__1__158.wav	guri	gúri	
4471	Mm__1__159.wav	wiil	wíil	
4472	Mm__1__160.wav	buug	búug	
4473	Mm__1__161.wav	guriga	gúriga	
4474	Mm__1__162.wav	wiilka	wíilka	
4475	Mm__1__163.wav	buugga	búugga	
4476	Mm__1__164.wav	gurigan	gúrigāan	
4477	Mm__1__165.wav	wiilkan	wíilkāan	
4478	Mm__1__166.wav	buuggan	búuggaán	
4479	Mm__1__167.wav	gurigaas	gúrigaás	
4480	Mm__1__168.wav	wiilkaas	wíilkaás	
4481	Mm__1__169.wav	buuggaas	búuggaās	
4482	Mm__1__170.wav	guryo	guryó	
4483	Mm__1__171.wav	wiilal	wiilál	
4484	Mm__1__172.wav	buugaag	buugaág	
4485	Mm__1__173.wav	buugaag	buugaág	
4486	Mm__1__174.wav	wiilasha	wiilásha	
4487	Mm__1__175.wav	guryaha	guryáha	
4488	Mm__1__176.wav	buugaagta	buugaágta	
4489	Mm__1__177.wav	guryo	guryó	
4490	Mm__1__178.wav	guryaha	guryáha	
4491	Mm__1__179.wav	wiilal	wiilál	
4492	Mm__1__180.wav	wiilasha	wiilásha	
4493	Mm__1__181.wav	buugaag	buugaág	
4494	Mm__1__182.wav	buugaagta	buugaágta	
4495	Mm__1__183.wav	webi	webí	
4496	Mm__1__184.wav	webiga	webíga	
4497	Mm__1__185.wav	webigaas	webígāās	
4498	Mm__1__186.wav	webigan	webígāān	
4499	Mm__1__187.wav	hooyo	hoóyo	
4500	Mm__1__188.wav	hooyada	hooyáda	
4501	Mm__1__189.wav	waddo	wáddo	
4502	Mm__1__190.wav	waddo	wáddo	
4503	Mm__1__191.wav	waddo	wáddo	
4504	Mm__1__192.wav	waddada	waddáda	
4505	Mm__1__193.wav	waddooyin	waddoóyin	
4506	Mm__1__194.wav	hooyooyin	hooyoóyin	
4507	Mm__1__195.wav	hooyooyinka	hooyooyínka	
4508	Mm__1__196.wav	hooyooyinka	hooyooyínka	
4509	Mm__1__197.wav	hooyooyin	hooyoóyin	
4510	Mm__1__198.wav	hooyooyinka	hooyooyínka	
4511	Mm__1__199.wav	waddooyinka	waddoóyinka	
4512	Mm__1__200.wav	waddooyinka	waddoóyinka	
4513	Mm__1__201.wav	waddooyin	waddoóyin	
4514	Mm__1__202.wav	waddooyinka	waddoóyinka	
4515	Mm__1__203.wav	hooyooyin	hooyoóyin	
4516	Mm__1__204.wav	hooyooyinka	hooyooyínka	
4517	Mm__1__205.wav	hooyooyinka	hooyoóyinka	
4518	Mm__1__206.wav	hooyooyinka	hooyooyínka	
4519	Mm__1__207.wav	waddooyin waaweyn	waddooyín waawéyn	
4520	Mm__1__208.wav	hooyooyin naxariis leh	hooyooy... hooyoóyin naxariís b... leh	
4521	Mm__1__209.wav	hooyooyin naxariis leh	hooyoóyin naxariís leh	
4522	Mm__1__210.wav	hooyooyin xun	hooyo... hooyooyín xún	
4523	Mm__1__211.wav	hooyooyin xun	hooyoóyin xún	
4524	Mm__1__212.wav	waddooyin waaweyn	waddooyín waawéyn	
4525	Mm__1__213.wav	hooyooyin naxariis leh	hooyoóyin naxariís leh	
4526	Mm__1__214.wav	hooyooyin xunxun	hooyoóy... hooyooyín xunxún	
4527	Mm__1__215.wav	hooyooyin xunxun	hooyoóyin xunxún	
4528	Mm__1__216.wav	gaari|m	gaarí	
4529	Mm__1__217.wav	baabuur|m	baabúur	
4530	Mm__1__218.wav	baabuur|m	baabúur	
4531	Mm__1__219.wav	baabuur|m	baabúur	
4532	Mm__1__220.wav	baabuur|f	baabuúr	
4533	Mm__1__221.wav	baabuur|m	baabúur	
4534	Mm__1__222.wav	baabuur|f	baabuúr	
4535	Mm__1__223.wav	baabuur|m	baabúur	
4536	Mm__1__224.wav	baabuur|f	baabuúr	
4537	Mm__1__225.wav	baabuur badan	baabuúr badan	
4538	Mm__1__226.wav	baabuur badan	baabuúr badán	
4539	Mm__1__227.wav	baabuurro	baabuurró	
4540	Mm__1__228.wav	baabuurro	baabuurró	
4541	Mm__1__229.wav	baabuur|f	baabuúr	
4542	Mm__1__230.wav	baabuurta	baabuúrta	
4543	Mm__1__231.wav	baabuur|f	baabuúr	
4544	Mm__1__232.wav	baabuurta	baabuúrta	
4545	Mm__1__233.wav	baabuur badan	baabuúr badán	
4546	Mm__1__234.wav	baabuurtan	baabuúrtaan	
4547	Mm__1__235.wav	baabuurtan	baabuúrtaán	
4548	Mm__1__236.wav	baabuurtaas	baabuúrtāās	
4549	Mm__1__237.wav	baabuurkan	baabuúrkāān	
4550	Mm__1__238.wav	baabuurkaas	baabúurkāās	
4551	Mm__1__239.wav	tuug|m	túug	
4552	Mm__1__240.wav	tuug|f	tuúg	
4553	Mm__1__241.wav	tuugo	tuugó	
4554	Mm__1__242.wav	tuugo	tuugó	
4555	Mm__1__243.wav	tuug|f	tuúg	
4556	Mm__1__244.wav	tuugta	tuugta	
4557	Mm__1__245.wav	tuugo	tuugó	
4558	Mm__1__246.wav	tuugada	tuugáda	
4559	Mm__1__247.wav	tuugtii	tuúgtii	
4560	Mm__1__248.wav	tuug|f	tuúg	
4561	Mm__1__249.wav	tuug|m	túug	
4562	Mm__1__250.wav	tuug|f	tuúg	
4563	Mm__1__251.wav	tuug badan	tuúg badán	
4564	Mm__1__252.wav	hal tuug	hál túug	
4565	Mm__1__253.wav	labo tuug	labá tuug	
4566	Mm__1__254.wav	labo tuug	labá tuug	
4567	Mm__1__255.wav	saddex tuug	sáddex tuūg	
4568	Mm__1__256.wav	hal tuug	hál tuug	
4569	Mm__1__257.wav	labo tuug	labá tuug	
4570	Mm__1__258.wav	saddex tuug	sáddex tuūg	
4571	Mm__1__259.wav	tuugo	tuúgo	
4572	Mm__1__260.wav	tuug|f	tuúg	
4573	Mm__1__261.wav	Isagu waa tuug.	Iságu waa túug.	
4574	Mm__1__262.wav	Iyagu waa tuugo.	Iyágu waa tuúgo.	
4575	Mm__1__263.wav	Iyagu waa tuug.	Iyágu waa tuúg.	
4576	Mm__1__264.wav	Iyagu waa tuug.	(Iyagu) ... waa tuúg.	
4577	Mm__1__265.wav	gaari|m	gaarí	
4578	Mm__1__266.wav	gaari|m	gaarí	
4579	Mm__1__267.wav	gaari|m	gaarí	
4580	Mm__1__268.wav	gaari|m	gaarí	
4581	Mm__1__269.wav	gaari|f	gaarí	
4582	Mm__1__270.wav	haweeney gaari ah	hawéeney gaarí ah	
4583	Mm__1__271.wav	gaari|m	gaarí	
4584	Mm__1__272.wav	gaari|f	gaarí	
4585	Mm__1__273.wav	gaariga	gaaríga	
4586	Mm__1__274.wav	haweeney gaari ah	hawéeney gaari ah	
4587	Mm__1__275.wav	haweeneyda gaarida ah	hawéeneyda gaarída ah	
4588	Mm__1__276.wav	haweeney gaari ah	hawéeney gaarí ah	
4589	Mm__1__277.wav	Iyadu waa gaari.	Iyádu waa gaarí.	
4590	Mm__1__278.wav	haweeney	hawéeney	
4591	Mm__1__279.wav	gaarida	gaarída	
4592	Mm__1__280.wav	haweeneyda gaarida ah	hawéeneyda gaarída ah	
4593	Mm__1__281.wav	gaariga	gaaríga	
4594	Mm__1__282.wav	gaarida	gaarída	
4595	Mm__1__283.wav	hal|f	hál	
4596	Mm__1__284.wav	rati	rati	
4597	Mm__1__285.wav	ratiga	ratíga	
4598	Mm__1__286.wav	rati	ratí	
4599	Mm__1__287.wav	ratiga	ratíga	
4600	Mm__1__288.wav	awr|f	aúr	
4601	Mm__1__289.wav	awr|f	aúr	
4602	Mm__1__290.wav	subax	subáx	
4603	Mm__1__291.wav	subaxda	subáxda	
4604	Mm__1__292.wav	aroor	aroór	
4605	Mm__1__293.wav	subax	subáx	
4606	Mm__1__294.wav	aroor	aroór	
4607	Mm__1__295.wav	aroortii	aroórtií	
4608	Mm__1__296.wav	Waxaan baxay aroortii.	Waxaan baxay aroórti.	
4609	Mm__1__297.wav	aroortii	aroórtiī	
4610	Mm__1__298.wav	Waxaan baxay aroortii hore.	Waxáan baxay aroórtīī hore.	
4611	Mm__1__299.wav	aroortii hore	aroórtii hore	
4612	Mm__1__300.wav	aroor	aroór	
4613	Mm__1__301.wav	subax	subáx	
4614	Mm__1__302.wav	subaxdii hore	subáxdii horē	
4615	Mm__1__303.wav	shalay subax	shaleý subax	
4616	Mm__1__304.wav	shalay subax	shaleý subax	
4617	Mm__1__305.wav	shalay subax	shaleý subax	
4618	Mm__1__306.wav	sannad	sánnad	
4619	Mm__1__307.wav	sannadka	sánnadka	
4620	Mm__1__308.wav	sannadkii hore	sánnadkií horé	
4621	Mm__1__309.wav	subaxdii hore	subáxdií horé	
4622	Mm__1__310.wav	subaxdii hore	subáxdií hore	
4623	Mm__1__311.wav	sannadkii hore	sánnadkií horé	
4624	Mm__1__312.wav	rati	ratí	
4625	Mm__1__313.wav	ratiga	ratíga	
4626	Mm__1__314.wav	awr|f	aúr	
4627	Mm__1__315.wav	subax	súbax	
4628	Mm__1__316.wav	subaxda	subáxda	
4629	Mm__1__317.wav	subax	subáx	
4630	Mm__1__318.wav	subaxda	subáxda	
4631	Mm__1__319.wav	subax	súbax	
4632	Mm__1__320.wav	subax	súbax	
4633	Mm__1__321.wav	subax	subáx	
4634	Mm__1__322.wav	subax	súbax	
4635	Mm__1__323.wav	subax	súbax	
4636	Mm__1__324.wav	subaxa	súbaxa	
4637	Mm__1__325.wav	subaxa	súbaxa	
4638	Mm__1__326.wav	subax	subáx	
4639	Mm__1__327.wav	subaxa	súbaxa	
4640	Mm__1__328.wav	subaxda	subáxda	
4641	Mm__1__329.wav	aroor	aroór	
4642	Mm__1__330.wav	aroortii hore	aroórtií horé	
4643	Mm__1__331.wav	subaxdii hore	subáxdií horé	
4644	Mm__1__332.wav	shalay subax	sháley subáx	
4645	Mm__1__333.wav	sannad	sánnad	
4646	Mm__1__334.wav	sannadka	sánnadka	
4647	Mm__1__335.wav	sannadkii hore	sánnadkií horé	
4648	Mm__1__336.wav	sannadda	sannádda	
4649	Mm__1__337.wav	sannadda	sannádda	
4650	Mm__1__338.wav	sannad	sannád	
4651	Mm__1__339.wav	sannadda	sannádda	
4652	Mm__1__340.wav	rootiga	roótiga	
4653	Mm__1__341.wav	rootida	rootída	
4654	Mm__1__342.wav	rooti	rootí	
4655	Mm__1__343.wav	rooti	rootí	
4656	Mm__1__344.wav	rooti	rootí	
4657	Mm__1__345.wav	naag	naág	
4658	Mm__1__346.wav	haweeney	hawéeney	
4659	Mm__1__347.wav	bilcaan	bilcaán	
4660	Mm__1__348.wav	bilcaan	bilcaán	
4661	Mm__1__349.wav	bilcaanta	bilcaántá	
4662	Mm__1__350.wav	haween	haweén	
4663	Mm__1__351.wav	haweenka	haweénka	
4664	Mm__1__352.wav	haweenta	haweénta	
4665	Mm__1__353.wav	haweenta	haweénta	
4666	Mm__1__354.wav	haweenka	haweénka	
4667	Mm__1__355.wav	haweenta	haweénta	
4668	Mm__1__356.wav	hal qof oo haween ah	hal qóf oo haweén ah	
4669	Mm__2__1.wav	hooyaday	hooyádaý	
4670	Mm__2__2.wav	hooyadaa	hooyádaá	
4671	Mm__2__3.wav	aabbahaa	aabbáhaá	
4672	Mm__2__4.wav	walaalkiis	walaálkiís	
4673	Mm__2__5.wav	walaasheed	walaásheéd	
4674	Mm__2__6.wav	bisaddayda	bisáddayda	
4675	Mm__2__7.wav	yaanyuurtayda	yaanyuúrtayda	
4676	Mm__2__8.wav	mukulaashayda	mukulaáshayda	
4677	Mm__2__9.wav	bisaddeeda	bisáddeeda	
4678	Mm__2__10.wav	gaarigeeda	gaarígeeda	
4679	Mm__2__11.wav	baabuurkeeda	baabúurkeeda	
4680	Mm__2__12.wav	Magacaa?	magacáa	
4681	Mm__2__13.wav	Magacaa?	magacáa	
4682	Mm__2__14.wav	Magaciis?	magacíis	
4683	Mm__2__15.wav	Magaceed?	magacéed	
4684	Mm__2__16.wav	Magaceed?	magacéed	
4685	Mm__2__17.wav	Magaciis?	magacíis	
4686	Mm__2__18.wav	Magaceed?	magacéed	
4687	Mm__2__19.wav	magaciis	mágaciís	
4688	Mm__2__20.wav	magaceed	mágaceéd	
4689	Mm__2__21.wav	Magaceed?	magacéed	
4690	Mm__2__22.wav	Magaciis?	magacíis	
4691	Mm__2__23.wav	Magaciis?	mágaciís	
4692	Mm__2__24.wav	Magaciis?	magacíis	
4693	Mm__2__25.wav	mindi	middí	
4694	Mm__2__26.wav	mindi	middí	
4695	Mm__2__27.wav	mindi	middí	
4696	Mm__2__28.wav	mindi	middí	
4697	Mm__2__29.wav	mindi	mindí	
4698	Mm__2__30.wav	mindida	middída	
4699	Mm__2__31.wav	mindidayda	middídayda	
4700	Mm__2__32.wav	mindidaas	middídaás	
4701	Mm__2__33.wav	mindidii Maxamed	middídií Maxamad	
4702	Mm__2__34.wav	Maxamed	Maxámad	
4703	Mm__2__35.wav	mindidii Maxamed	middídií Maxamad	
4704	Mm__2__36.wav	mindidii Maxamed	middídií Maxamad	
4705	Mm__2__37.wav	Maxamed	Maxámad	
4706	Mm__2__38.wav	Magaciisu waa Maxamed.	Mágaciísu waa Maxámad	
4707	Mm__2__39.wav	Magaciisu waa Maxamed.	Magaciisu waa Maxamad	
4708	Mm__2__40.wav	Maxamed walaalkiis	Maxámad walaálkiís	
4709	Mm__2__41.wav	Maxamed walaalkiis	Maxámad walaálkií	
4710	Mm__2__42.wav	Maxamed walaalkiis	Maxámad walaálkií	
4711	Mm__2__43.wav	gaarigii Maxamed	gaarígií Maxamad	
4712	Mm__2__44.wav	gaarigii Maxamed	gaarígií Maxamad	
4713	Mm__2__45.wav	gurigii Maxamed	gúrigií Maxamad	
4714	Mm__2__46.wav	macallinkii Maxamed	macáallinkií Maxamad	
4715	Mm__2__47.wav	macallinkii Maxamed	macállinkií Muxamad	
4716	Mm__2__48.wav	macallinkii Maxamed	macállinkií Maxamad	
4717	Mm__2__49.wav	macallinkii Maxamed	macállinkií Muxamad	
4718	Mm__2__50.wav	Maxamed macallinkiisii	Muxámad macállinkiisii	
4719	Mm__2__51.wav	Maxamed	Muxámad	
4720	Mm__2__52.wav	Maxamed	Muxamad	
4721	Mm__2__53.wav	Maxamed macallinkiisii	Muxámad macállinkiisií	
4722	Mm__2__54.wav	kubbad	kubbád	
4723	Mm__2__55.wav	banooni	banoóni	
4724	Mm__2__56.wav	banooni	banoóni	
4725	Mm__2__57.wav	banooni	banoóni	
4726	Mm__2__58.wav	kubbadda cagta	kubbádda cágta	
4727	Mm__2__59.wav	kubbadda cagta	kubbádda cágta	
4728	Mm__2__60.wav	kubbadda gacanta	kubbádda gacántaa..	
4729	Mm__2__61.wav	kubbadda kolayga	kubbádda kólayga	
4730	Mm__2__62.wav	kubbadda miiska	kubbádda míiska	
4731	Mm__2__63.wav	gurigii Muxamad	gúrigií Muxamad	
4732	Mm__2__64.wav	macallinkii Maxamed	macállinkií Maxamád	
4733	Mm__2__65.wav	Maxamed macallinkiisii	Muxámad macállinkiisií	
4734	Mm__2__66.wav	kubbad	kubbád	
4735	Mm__2__67.wav	banooni	banoóni	
4736	Mm__2__68.wav	kubbadda cagta	kubbádda cágta	
4737	Mm__2__69.wav	kubbadda gacanta	kubbádda gacánta	
4738	Mm__2__70.wav	kubbadda kolayga	kubbádda kólayga	
4739	Mm__2__71.wav	kubbadda miiska	kubbádda míiska	
4740	Mm__2__72.wav	ujeeddada shirka	ujeeddáda shírka	
